"city","stateprovincename","country","customerkey","geographykey","maritalstatus","yearlyincome","datefirstpurchase","fullname"
"Tremblay-en-France","Seine Saint Denis","France",11480,224,"M","40000.00","2021-12-25","Mrs Colleen Ma"
"Braunschweig","Nordrhein-Westfalen","Germany",11481,156,"M","40000.00","2021-01-27","Mrs Erica Hu"
"Paris","Seine (Paris)","France",11483,199,"M","40000.00","2021-12-22","Mr Calvin Chande"
"Neunkirchen","Saarland","Germany",11484,171,"S","40000.00","2021-01-02","Mr Erick Sai"
"Erlangen","Bayern","Germany",11486,117,"S","10000.00","2022-11-24","Ms Ariana Rogers"
"Dunkerque","Nord","France",11487,186,"S","10000.00","2022-12-15","Ms Morgan Jones"
"Paris La Defense","Hauts de Seine","France",11490,217,"S","20000.00","2022-04-04","Mr Danny Rubio"
"Eilenburg","Brandenburg","Germany",11492,115,"S","30000.00","2021-02-11","Mr Terrence Chander"
"Bonn","Nordrhein-Westfalen","Germany",11495,154,"S","40000.00","2022-10-26","Mr Francis Jimenez"
"Newcastle upon Tyne","England","United Kingdom",11497,261,"S","40000.00","2022-11-04","Ms Katrina Nath"
"Cliffside","British Columbia","Canada",11498,49,"S","40000.00","2022-02-28","Mr Arturo Sun"
"Concord","California","United States",11499,311,"S","40000.00","2022-04-06","Mr Pedro Vance"
"Langley","British Columbia","Canada",11500,52,"S","40000.00","2022-01-31","Ms Sarah Simmons"
"Cliffside","British Columbia","Canada",11501,49,"S","40000.00","2022-03-27","Ms Brandy Chandra"
"Shawnee","British Columbia","Canada",11502,63,"S","40000.00","2022-01-30","Mr Jared Peterson"
"Coronado","California","United States",11503,312,"M","50000.00","2022-05-26","Mr Dennis Wu"
"Downey","California","United States",11504,315,"M","40000.00","2022-05-01","Mrs Jordan Baker"
"Burnaby","British Columbia","Canada",11505,43,"S","60000.00","2022-02-22","Ms Jasmine Powell"
"Port Hammond","British Columbia","Canada",11506,60,"S","60000.00","2022-03-08","Mr Nicholas Brown"
"Victoria","British Columbia","Canada",11507,69,"S","60000.00","2022-02-17","Ms Isabella Russell"
"Lynnwood","Washington","United States",11508,626,"S","60000.00","2022-05-02","Ms Elizabeth Wilson"
"Novato","California","United States",11509,347,"M","30000.00","2022-07-29","Mrs Roger Harui"
"N. Vancouver","British Columbia","Canada",11510,54,"M","30000.00","2022-03-12","Mr Seth Roberts"
"Lebanon","Oregon","United States",11511,543,"M","30000.00","2022-03-13","Mr Caleb Perry"
"Oak Bay","British Columbia","Canada",11512,59,"S","20000.00","2022-12-28","Ms Natalie Campbell"
"Royal Oak","British Columbia","Canada",11513,62,"S","20000.00","2022-06-08","Ms Alyssa Howard"
"Tacoma","Washington","United States",11514,642,"M","30000.00","2022-06-24","Mr Dalton Diaz"
"Redwood City","California","United States",11517,355,"M","40000.00","2022-06-26","Mrs Katherine Bryant"
"Milwaukie","Oregon","United States",11518,545,"M","40000.00","2022-10-27","Mr Edward Washington"
"Cliffside","British Columbia","Canada",11519,49,"M","40000.00","2022-03-13","Mr Jerome Navarro"
"Port Hammond","British Columbia","Canada",11520,60,"M","40000.00","2022-02-22","Mrs Jada Morgan"
"Walla Walla","Washington","United States",11521,644,"M","40000.00","2022-03-05","Mrs Ariana Peterson"
"N. Vancouver","British Columbia","Canada",11523,54,"M","40000.00","2022-02-15","Mr Lucas Taylor"
"Torrance","California","United States",11524,374,"M","40000.00","2022-08-28","Mrs Alyssa Jackson"
"Westminster","British Columbia","Canada",11526,70,"M","40000.00","2022-02-03","Mrs Katherine Diaz"
"San Gabriel","California","United States",11527,361,"M","40000.00","2022-02-07","Mrs Jenna Green"
"N. Vancouver","British Columbia","Canada",11530,54,"M","40000.00","2022-01-28","Mr Andrew Martinez"
"Redmond","Washington","United States",11532,634,"M","40000.00","2022-04-05","Mrs Lauren Miller"
"Birmingham","Alabama","United States",11533,280,"M","40000.00","2022-05-14","Mrs Ebony Gill"
"York","England","United Kingdom",11542,278,"S","20000.00","2022-05-11","Mr Alejandro Tang"
"Paris","Seine (Paris)","France",11543,201,"M","20000.00","2022-12-21","Mrs Sheena Chande"
"Darmstadt","Hessen","Germany",11544,127,"M","30000.00","2022-08-28","Mr Joel Garcia"
"Paris","Seine (Paris)","France",11545,200,"M","30000.00","2022-07-13","Mr Reginald Dominguez"
"Roubaix","Nord","France",11546,189,"M","30000.00","2021-12-02","Mrs Christine Chande"
"Paris","Seine (Paris)","France",11547,201,"M","40000.00","2021-12-25","Mrs Cindy Sai"
"Oxford","England","United Kingdom",11550,263,"S","40000.00","2021-01-20","Ms Deb Torres"
"Colombes","Hauts de Seine","France",11551,215,"S","10000.00","2022-03-01","Mr Shannon Alvarez"
"Salzgitter","Hessen","Germany",11552,135,"S","20000.00","2023-01-06","Mr Eddie Rubio"
"Reading","England","United Kingdom",11553,266,"M","20000.00","2022-08-22","Mrs Sharon Luo"
"Tremblay-en-France","Seine Saint Denis","France",11554,224,"S","10000.00","2022-05-08","Ms Sydney Simmons"
"Esher-Molesey","England","United Kingdom",11555,237,"M","40000.00","2022-05-08","Mrs Alexandria Henderson"
"Warrington","England","United Kingdom",11556,271,"M","20000.00","2022-12-21","Mr Lucas Evans"
"York","England","United Kingdom",11557,278,"S","30000.00","2022-08-08","Ms Felicia Ramos"
"Woolston","England","United Kingdom",11558,276,"S","30000.00","2022-11-30","Mr Ivan Malhotra"
"Solingen","Nordrhein-Westfalen","Germany",11559,161,"S","30000.00","2022-11-29","Mr Frederick Subram"
"London","England","United Kingdom",11560,248,"S","30000.00","2022-12-03","Ms Whitney Srini"
"München","Nordrhein-Westfalen","Germany",11561,159,"S","10000.00","2021-02-19","Ms Briana Dominguez"
"Leipzig","Nordrhein-Westfalen","Germany",11562,158,"M","20000.00","2022-06-26","Mr Jarrod Gonzalez"
"London","England","United Kingdom",11563,247,"S","20000.00","2022-07-05","Mr Cesar Srini"
"Frankfurt am Main","Hamburg","Germany",11564,146,"S","20000.00","2021-02-16","Mr Jorge Liang"
"Berks","England","United Kingdom",11565,229,"S","20000.00","2022-09-08","Mr Erik Diaz"
"Cergy","Val d'Oise","France",11566,226,"M","40000.00","2022-01-28","Mrs April Shan"
"Berlin","Saarland","Germany",11567,165,"M","40000.00","2022-03-15","Mrs Carla Perez"
"Cheltenham","England","United Kingdom",11568,236,"S","20000.00","2021-01-10","Ms Alexia Foster"
"West Sussex","England","United Kingdom",11569,274,"M","30000.00","2022-11-20","Mr Troy Malhotra"
"Berlin","Hessen","Germany",11570,124,"M","30000.00","2021-03-25","Mrs Kristin Andersen"
"Orleans","Loiret","France",11571,183,"M","30000.00","2021-12-12","Mr Joel Sai"
"Dunkerque","Nord","France",11572,186,"M","30000.00","2021-12-09","Mr Billy Moreno"
"Woolston","England","United Kingdom",11573,276,"S","20000.00","2022-07-27","Ms Meagan Subram"
"West Sussex","England","United Kingdom",11574,274,"S","20000.00","2022-03-15","Ms Karla Luo"
"Leeds","England","United Kingdom",11575,243,"S","20000.00","2021-01-20","Mr Jackson Campbell"
"Croix","Nord","France",11576,185,"M","30000.00","2021-12-15","Mr Micah Zhu"
"Paris","Seine (Paris)","France",11577,194,"M","30000.00","2021-12-21","Mrs Janet Serrano"
"Pantin","Seine Saint Denis","France",11578,222,"S","10000.00","2021-11-29","Ms Trisha Huang"
"Warrington","England","United Kingdom",11579,272,"S","20000.00","2022-07-31","Mr Clayton Beck"
"Berkshire","England","United Kingdom",11580,230,"M","30000.00","2022-04-16","Mr Melvin Raje"
"Paris","Seine (Paris)","France",11581,193,"M","40000.00","2022-02-11","Mrs Cindy Jordan"
"Pantin","Seine Saint Denis","France",11582,222,"S","30000.00","2021-12-07","Ms Claudia Ma"
"Chatou","Yveline","France",11583,207,"S","30000.00","2021-12-21","Ms Karla Xu"
"Neunkirchen","Saarland","Germany",11584,171,"M","40000.00","2022-09-16","Mr Devin Carter"
"Billericay","England","United Kingdom",11585,231,"M","40000.00","2023-01-10","Mrs Kari Perez"
"York","England","United Kingdom",11586,278,"M","40000.00","2022-10-28","Mr Alberto Romero"
"Metz","Moselle","France",11587,184,"S","30000.00","2021-11-29","Mr Kevin Bryant"
"Saint-Denis","Seine Saint Denis","France",11588,223,"M","30000.00","2021-11-29","Mrs Candace Mehta"
"London","England","United Kingdom",11589,257,"M","40000.00","2022-06-04","Mrs Ebony Malhotra"
"Drancy","Seine Saint Denis","France",11590,221,"S","30000.00","2021-12-01","Ms Erika Diaz"
"Verrieres Le Buisson","Essonne","France",11594,213,"S","20000.00","2022-08-17","Mr Corey Goel"
"Erlangen","Bayern","Germany",11595,117,"S","20000.00","2022-12-30","Mr Sebastian Howard"
"Runcorn","England","United Kingdom",11596,267,"M","40000.00","2022-10-01","Mr Roger Raje"
"Orly","Val de Marne","France",11597,225,"S","30000.00","2023-01-05","Ms Janelle Chandra"
"Saarbrücken","Saarland","Germany",11598,174,"S","30000.00","2021-03-11","Ms Meredith Ruiz"
"Sèvres","Hauts de Seine","France",11600,218,"S","30000.00","2022-05-06","Ms Linda Rubio"
"Tacoma","Washington","United States",11746,642,"S","60000.00","2022-01-28","Mr Seth Brooks"
"Salzgitter","Hessen","Germany",11602,135,"S","30000.00","2022-07-10","Mr Larry Gill"
"London","England","United Kingdom",11603,244,"S","30000.00","2021-01-18","Mr Geoffrey Gonzalez"
"Wokingham","England","United Kingdom",11604,275,"S","30000.00","2021-01-03","Mr Edgar Sanchez"
"Stuttgart","Saarland","Germany",11605,176,"S","20000.00","2021-03-08","Ms Heidi Subram"
"Paris La Defense","Hauts de Seine","France",11608,217,"S","20000.00","2022-12-13","Mr Cesar Madan"
"York","England","United Kingdom",11609,277,"S","30000.00","2021-01-28","Mr Eugene Ye"
"Stoke-on-Trent","England","United Kingdom",11610,269,"S","30000.00","2021-01-10","Mr Blake Collins"
"Berkshire","England","United Kingdom",11612,230,"S","20000.00","2021-02-02","Mr Keith Andersen"
"Leipzig","Nordrhein-Westfalen","Germany",11613,158,"S","30000.00","2021-05-13","Ms Meredith Prasad"
"Offenbach","Saarland","Germany",11614,172,"S","30000.00","2021-05-10","Ms Katrina Sharma"
"Lancaster","England","United Kingdom",11615,242,"M","40000.00","2021-02-22","Mr Dwayne Navarro"
"Milton Keynes","England","United Kingdom",11616,260,"M","40000.00","2021-02-03","Mrs Casey Nath"
"Cliffside","British Columbia","Canada",11618,49,"M","60000.00","2022-02-09","Mr Brian Ramirez"
"Victoria","British Columbia","Canada",11619,69,"S","50000.00","2022-02-08","Ms Sierra Young"
"Bellingham","Washington","United States",11620,609,"S","50000.00","2022-02-08","Ms Megan Rodriguez"
"Bremerton","Washington","United States",11621,611,"S","50000.00","2022-08-01","Ms Leah She"
"Kirkland","Washington","United States",11622,623,"M","50000.00","2022-04-08","Mr Gabriel Allen"
"Spring Valley","California","United States",11627,372,"M","60000.00","2022-08-27","Mr Dalton Gray"
"Langley","British Columbia","Canada",11631,52,"M","60000.00","2022-02-07","Mr Antonio Bennett"
"Langford","British Columbia","Canada",11632,51,"M","60000.00","2022-01-30","Mrs Alexandra Jenkins"
"Burien","Washington","United States",11633,612,"M","40000.00","2022-11-13","Mr Thomas Anderson"
"Puyallup","Washington","United States",11634,633,"M","60000.00","2022-03-11","Mr Samuel Collins"
"Beverly Hills","California","United States",11635,300,"M","60000.00","2022-02-08","Mr Darrell Chande"
"Daly City","California","United States",11636,314,"S","60000.00","2022-09-11","Ms Kimberly Cox"
"Los Angeles","California","United States",11637,338,"M","70000.00","2022-02-08","Mrs Morgan Hernandez"
"Mill Valley","California","United States",11638,339,"M","70000.00","2022-10-19","Mr Antonio Powell"
"Mill Valley","California","United States",11639,339,"M","70000.00","2022-11-09","Mrs Angelica Perry"
"Langford","British Columbia","Canada",11640,51,"M","50000.00","2022-03-15","Mrs Chloe Wilson"
"Cliffside","British Columbia","Canada",11641,49,"M","50000.00","2022-01-30","Mr James Chen"
"Oak Bay","British Columbia","Canada",11642,59,"M","50000.00","2022-02-09","Mrs Morgan Hughes"
"Burien","Washington","United States",11643,612,"M","50000.00","2022-04-21","Mrs Naomi Munoz"
"Redmond","Washington","United States",11644,634,"S","40000.00","2022-05-17","Mr Charles Torres"
"Salem","Oregon","United States",11645,548,"S","40000.00","2022-11-10","Ms Gabriella Turner"
"Burien","Washington","United States",11646,612,"S","40000.00","2022-07-15","Ms Anna Foster"
"Cliffside","British Columbia","Canada",11647,49,"S","40000.00","2022-02-15","Mr Randy Wu"
"Chula Vista","California","United States",11648,307,"S","60000.00","2022-08-28","Mr Kevin Scott"
"Newport Beach","California","United States",11649,345,"M","60000.00","2022-04-05","Mr Ian White"
"Glendale","California","United States",11650,325,"M","60000.00","2022-02-15","Mr Caleb Hayes"
"Cliffside","British Columbia","Canada",11651,49,"M","60000.00","2022-03-04","Mrs Patricia Garcia"
"Vancouver","British Columbia","Canada",11652,68,"M","60000.00","2022-06-26","Mr Samuel Russell"
"Lebanon","Oregon","United States",11653,543,"S","60000.00","2022-04-16","Ms Sydney Peterson"
"West Covina","California","United States",16779,383,"M","70000.00","2022-10-24","Mrs Morgan Watson"
"Concord","California","United States",11655,311,"S","70000.00","2022-09-29","Ms Tamara Sharma"
"Imperial Beach","California","United States",11656,329,"M","70000.00","2022-09-11","Mrs Katelyn Perez"
"Novato","California","United States",11657,347,"M","70000.00","2022-05-25","Mrs Megan Cox"
"Oakland","California","United States",11658,348,"M","60000.00","2022-04-23","Mr Robert Mitchell"
"Sooke","British Columbia","Canada",11659,66,"S","60000.00","2022-05-09","Mr Miguel Adams"
"Port Hammond","British Columbia","Canada",11660,60,"M","60000.00","2022-05-08","Mrs Miranda Gonzales"
"Cliffside","British Columbia","Canada",11661,49,"S","60000.00","2022-04-06","Mr Jeremiah James"
"Milwaukie","Oregon","United States",11662,545,"S","60000.00","2022-05-06","Mr Ethan Kumar"
"Walla Walla","Washington","United States",11667,644,"M","70000.00","2022-07-04","Mr Blake Moore"
"Beverly Hills","California","United States",11668,300,"S","70000.00","2022-12-16","Ms Jada Collins"
"Tacoma","Washington","United States",11669,642,"S","70000.00","2022-08-18","Ms Isabella Simmons"
"Grossmont","California","United States",11670,326,"S","70000.00","2022-04-13","Ms Jacqueline Perry"
"Beverly Hills","California","United States",11672,300,"M","60000.00","2022-07-25","Mr Chad Jai"
"Burien","Washington","United States",11673,612,"S","60000.00","2022-01-30","Ms Susan Ye"
"Woodland Hills","California","United States",11674,385,"M","60000.00","2022-05-30","Mrs Morgan Rogers"
"Branch","Minnesota","United States",11676,475,"M","80000.00","2022-08-20","Mr Alan Hu"
"Haney","British Columbia","Canada",11677,50,"S","60000.00","2022-04-05","Mr Charles Walker"
"Puyallup","Washington","United States",11679,633,"M","70000.00","2022-10-13","Mr Dalton Richardson"
"Redmond","Washington","United States",11680,634,"M","70000.00","2022-09-01","Mrs Kaylee Nelson"
"Spokane","Washington","United States",11681,641,"M","70000.00","2022-03-07","Mrs Abigail Jones"
"Tacoma","Washington","United States",11682,642,"M","70000.00","2022-09-05","Mrs Kaitlyn Hall"
"Redmond","Washington","United States",11684,634,"S","40000.00","2022-07-01","Mr Devin Parker"
"Milwaukie","Oregon","United States",11685,545,"M","40000.00","2022-03-11","Mr Jose Griffin"
"Glendale","California","United States",11686,325,"S","40000.00","2022-03-08","Mr Luke Edwards"
"La Jolla","California","United States",11687,331,"S","40000.00","2022-04-12","Mr Cody Torres"
"Edmonds","Washington","United States",11689,614,"M","80000.00","2022-08-26","Mr Ian Diaz"
"Imperial Beach","California","United States",11691,329,"S","40000.00","2022-02-08","Ms Kaitlyn Wilson"
"Burbank","California","United States",11692,301,"M","40000.00","2022-07-07","Mr Caleb Gonzales"
"Haney","British Columbia","Canada",11693,50,"S","50000.00","2022-01-28","Ms Hailey Diaz"
"Colma","California","United States",11694,310,"M","50000.00","2022-04-11","Mr Jonathon Ortega"
"Beverly Hills","California","United States",11695,300,"M","50000.00","2022-04-09","Mr Logan Campbell"
"Oakland","California","United States",11697,348,"M","50000.00","2022-08-07","Mr Eduardo Lee"
"Metchosin","British Columbia","Canada",11698,53,"M","50000.00","2022-03-31","Mr Jackson Wright"
"Walla Walla","Washington","United States",11699,644,"S","60000.00","2022-05-29","Mr Chase Peterson"
"Woodland Hills","California","United States",11700,385,"S","60000.00","2022-02-02","Mr Xavier Richardson"
"Novato","California","United States",11701,347,"M","60000.00","2022-04-24","Mr David Hayes"
"Burlingame","California","United States",11702,302,"S","60000.00","2022-05-17","Ms Jenny Zhou"
"La Jolla","California","United States",11703,331,"S","60000.00","2022-02-13","Ms Kaylee Baker"
